,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3),PPT
2007-12-04,140.51,26.3,16.08,0.0
2007-12-05,140.49,26.3,16.05,0.0
2007-12-06,140.48,26.2,16.03,0.0
2007-12-07,140.46,26.2,16.0,0.0
2007-12-08,140.44,26.1,15.97,1.5
2007-12-09,140.43,26.1,15.96,0.2
2007-12-10,140.41,26.1,15.93,0.0
2007-12-11,140.39,26.0,15.9,0.0
2007-12-12,140.38,26.0,15.89,0.0
2007-12-13,140.36,26.0,15.86,0.0
2007-12-14,140.34,25.9,15.83,0.0
2007-12-15,140.33,25.9,15.82,2.9
2007-12-16,140.31,25.8,15.79,0.1
2007-12-17,140.3,25.8,15.77,0.0
2007-12-18,140.29,25.8,15.76,1.4
2007-12-19,140.26,25.7,15.72,0.0
2007-12-20,140.24,25.7,15.69,5.3
2007-12-21,140.22,25.6,15.66,13.0
2007-12-22,140.23,25.7,15.67,30.1
2007-12-23,140.27,25.7,15.73,0.1
2007-12-24,140.28,25.8,15.75,0.0
2007-12-25,140.28,25.8,15.75,0.0
2007-12-26,140.27,25.7,15.73,0.0
2007-12-27,140.27,25.7,15.73,0.0
2007-12-28,140.26,25.7,15.72,0.0
2007-12-29,140.25,25.7,15.7,0.0
2007-12-30,140.24,25.7,15.69,0.0
2007-12-31,140.23,25.7,15.67,0.0
2008-01-01,140.22,25.6,15.66,0.0
2008-01-02,140.21,25.6,15.65,0.0
2008-01-03,140.19,25.6,15.62,33.4
2008-01-04,140.21,25.6,15.65,0.5
2008-01-05,140.25,25.7,15.7,0.2
2008-01-06,140.26,25.7,15.72,0.0
2008-01-07,140.28,25.8,15.75,0.0
2008-01-08,140.28,25.8,15.75,0.0
2008-01-09,140.28,25.8,15.75,0.1
2008-01-10,140.28,25.8,15.75,0.0
2008-01-11,140.27,25.7,15.73,4.4
2008-01-12,140.27,25.7,15.73,0.1
2008-01-13,140.27,25.7,15.73,0.0
2008-01-14,140.27,25.7,15.73,0.0
2008-01-15,140.26,25.7,15.72,0.0
2008-01-16,140.26,25.7,15.72,0.0
2008-01-17,140.25,25.7,15.7,0.0
2008-01-18,140.25,25.7,15.7,0.0
2008-01-19,140.24,25.7,15.69,0.0
2008-01-20,140.24,25.7,15.69,0.0
2008-01-21,140.23,25.7,15.67,0.0
2008-01-22,140.22,25.6,15.66,0.0
2008-01-23,140.22,25.6,15.66,0.0
2008-01-24,140.21,25.6,15.65,0.0
2008-01-25,140.2,25.6,15.63,0.0
2008-01-26,140.19,25.6,15.62,0.0
2008-01-27,140.18,25.5,15.6,0.0
2008-01-28,140.17,25.5,15.59,0.0
2008-01-29,140.16,25.5,15.57,0.0
2008-01-30,140.15,25.5,15.56,0.0
2008-01-31,140.15,25.5,15.56,0.0
2008-02-01,140.13,25.4,15.53,1.9
2008-02-02,140.13,25.4,15.53,0.1
2008-02-03,140.11,25.4,15.5,0.5
2008-02-04,140.09,25.3,15.48,4.8
2008-02-05,140.1,25.4,15.49,0.0
2008-02-06,140.09,25.3,15.48,0.0
2008-02-07,140.09,25.3,15.48,0.0
2008-02-08,140.08,25.3,15.46,0.0
2008-02-09,140.07,25.3,15.45,0.0
2008-02-10,140.06,25.3,15.43,0.0
2008-02-11,140.05,25.2,15.42,0.0
2008-02-12,140.04,25.2,15.41,0.0
2008-02-13,140.04,25.2,15.41,0.0
2008-02-14,140.02,25.2,15.38,0.0
2008-02-15,140.02,25.2,15.38,0.0
2008-02-16,140.01,25.1,15.36,0.0
2008-02-17,140.0,25.1,15.35,0.0
2008-02-18,139.99,25.1,15.34,0.1
2008-02-19,139.98,25.1,15.32,3.4
2008-02-20,139.98,25.1,15.32,7.6
2008-02-21,139.98,25.1,15.32,0.1
2008-02-22,139.97,25.1,15.31,0.0
2008-02-23,139.97,25.1,15.31,0.0
2008-02-24,139.97,25.1,15.31,0.0
2008-02-25,139.96,25.0,15.29,1.9
2008-02-26,139.96,25.0,15.29,2.1
2008-02-27,139.95,25.0,15.28,0.1
2008-02-28,139.95,25.0,15.28,0.0
2008-02-29,139.93,25.0,15.25,0.1
2008-03-01,139.92,24.9,15.24,0.0
2008-03-02,139.91,24.9,15.22,0.0
2008-03-03,139.9,24.9,15.21,0.0
2008-03-04,139.88,24.8,15.18,0.2
2008-03-05,139.85,24.8,15.14,0.2
2008-03-06,139.82,24.7,15.1,0.1
2008-03-07,139.8,24.7,15.07,0.0
2008-03-08,139.78,24.6,15.04,0.0
2008-03-09,139.77,24.6,15.03,7.1
2008-03-10,139.77,24.6,15.03,0.0
2008-03-11,139.75,24.6,15.0,0.0
2008-03-12,139.74,24.5,14.99,0.0
2008-03-13,139.74,24.5,14.99,0.0
2008-03-14,139.73,24.5,14.98,0.0
2008-03-15,139.72,24.5,14.96,0.0
2008-03-16,139.7,24.4,14.93,0.0
2008-03-17,139.7,24.4,14.93,0.0
2008-03-18,139.68,24.4,14.91,0.0
2008-03-19,139.67,24.4,14.89,1.0
2008-03-20,139.64,24.3,14.85,0.0
2008-03-21,139.62,24.3,14.82,0.0
2008-03-22,139.58,24.2,14.77,5.1
2008-03-23,139.57,24.2,14.76,0.0
2008-03-24,139.54,24.1,14.72,0.5
2008-03-25,139.52,24.0,14.69,0.0
2008-03-26,139.5,24.0,14.66,7.4
2008-03-27,139.49,24.0,14.65,1.8
2008-03-28,139.48,24.0,14.64,0.0
2008-03-29,139.48,24.0,14.64,0.0
2008-03-30,139.47,23.9,14.62,6.8
2008-03-31,139.45,23.9,14.59,0.6
2008-04-01,139.46,23.9,14.61,0.0
2008-04-02,139.47,23.9,14.62,0.0
2008-04-03,139.48,24.0,14.64,0.0
2008-04-04,139.47,23.9,14.62,0.0
2008-04-05,139.47,23.9,14.62,0.0
2008-04-06,139.46,23.9,14.61,0.0
2008-04-07,139.45,23.9,14.59,0.0
2008-04-08,139.43,23.8,14.57,0.0
2008-04-09,139.42,23.8,14.55,0.0
2008-04-10,139.4,23.8,14.53,1.5
2008-04-11,139.39,23.8,14.51,2.9
2008-04-12,139.38,23.7,14.5,0.0
2008-04-13,139.37,23.7,14.49,0.0
2008-04-14,139.35,23.7,14.46,1.3
2008-04-15,139.34,23.6,14.45,0.0
2008-04-16,139.34,23.6,14.45,0.0
2008-04-17,139.32,23.6,14.42,1.6
2008-04-18,139.31,23.6,14.41,2.1
2008-04-19,139.3,23.6,14.39,0.0
2008-04-20,139.3,23.6,14.39,1.6
2008-04-21,139.29,23.5,14.38,6.0
2008-04-22,139.29,23.5,14.38,0.0
2008-04-23,139.29,23.5,14.38,0.3
2008-04-24,139.29,23.5,14.38,0.0
2008-04-25,139.29,23.5,14.38,0.0
2008-04-26,139.29,23.5,14.38,0.0
2008-04-27,139.29,23.5,14.38,0.0
2008-04-28,139.27,23.5,14.35,7.5
2008-04-29,139.27,23.5,14.35,4.1
2008-04-30,139.27,23.5,14.35,0.0
2008-05-01,139.25,23.4,14.33,0.0
2008-05-02,139.24,23.4,14.31,0.0
2008-05-03,139.22,23.4,14.29,0.0
2008-05-04,139.21,23.4,14.27,0.0
2008-05-05,139.19,23.3,14.25,0.0
2008-05-06,139.17,23.3,14.22,0.1
2008-05-07,139.16,23.3,14.21,0.0
2008-05-08,139.14,23.2,14.18,0.0
2008-05-09,139.12,23.2,14.16,15.8
2008-05-10,139.12,23.2,14.16,17.5
2008-05-11,139.13,23.2,14.17,2.3
2008-05-12,139.38,23.7,14.5,2.0
2008-05-13,139.53,24.1,14.7,0.0
2008-05-14,139.61,24.2,14.81,0.0
2008-05-15,139.64,24.3,14.85,0.0
2008-05-16,139.67,24.4,14.89,3.5
2008-05-17,139.68,24.4,14.91,4.8
2008-05-18,139.69,24.4,14.92,2.4
2008-05-19,139.71,24.5,14.95,0.0
2008-05-20,139.77,24.6,15.03,0.0
2008-05-21,139.83,24.7,15.11,0.0
2008-05-22,139.85,24.8,15.14,0.0
2008-05-23,139.86,24.8,15.15,0.0
2008-05-24,139.86,24.8,15.15,7.0
2008-05-25,139.88,24.8,15.18,30.3
2008-05-26,140.41,26.1,15.93,1.5
2008-05-27,140.94,27.3,16.71,17.9
2008-05-28,141.16,27.9,17.04,0.1
2008-05-29,141.32,28.3,17.28,0.0
2008-05-30,141.42,28.5,17.43,0.0
2008-05-31,141.55,28.9,17.63,0.0
2008-06-01,141.8,29.5,18.02,13.7
2008-06-02,141.98,30.0,18.3,13.9
2008-06-03,142.24,30.6,18.72,1.2
2008-06-04,142.51,31.3,19.15,0.0
2008-06-05,142.7,31.9,19.46,0.4
2008-06-06,142.81,32.2,19.65,0.0
2008-06-07,142.89,32.4,19.78,0.0
2008-06-08,142.94,32.5,19.86,0.0
2008-06-09,142.97,32.6,19.91,0.0
2008-06-10,143.01,32.7,19.98,0.0
2008-06-11,143.03,32.8,20.01,0.0
2008-06-12,143.05,32.8,20.05,0.0
2008-06-13,143.06,32.8,20.06,11.2
2008-06-14,143.07,32.9,20.08,0.0
2008-06-15,143.15,33.1,20.22,11.1
2008-06-16,143.21,33.3,20.32,0.8
2008-06-17,143.3,33.5,20.47,7.0
2008-06-18,143.37,33.7,20.59,0.0
2008-06-19,143.46,34.0,20.75,0.0
2008-06-20,143.52,34.1,20.85,0.0
2008-06-21,143.56,34.2,20.92,0.0
2008-06-22,143.57,34.3,20.94,0.0
2008-06-23,143.58,34.3,20.96,0.0
2008-06-24,143.58,34.3,20.96,0.0
2008-06-25,143.58,34.3,20.96,0.0
2008-06-26,143.58,34.3,20.96,0.0
2008-06-27,143.58,34.3,20.96,1.6
2008-06-28,143.57,34.3,20.94,0.0
2008-06-29,143.57,34.3,20.94,0.0
2008-06-30,143.56,34.2,20.92,0.0
2008-07-01,143.52,34.1,20.85,0.0
2008-07-02,143.42,33.8,20.68,0.0
2008-07-03,143.31,33.5,20.49,0.0
2008-07-04,143.2,33.2,20.3,0.0
2008-07-05,143.13,33.0,20.18,0.0
2008-07-06,143.06,32.8,20.06,2.2
2008-07-07,143.0,32.7,19.96,19.4
2008-07-08,142.95,32.5,19.88,0.0
2008-07-09,142.88,32.3,19.76,0.0
2008-07-10,142.83,32.2,19.68,0.0
2008-07-11,142.79,32.1,19.61,0.0
2008-07-12,142.77,32.0,19.58,16.1
2008-07-13,142.73,31.9,19.51,1.3
2008-07-14,142.71,31.9,19.48,0.0
2008-07-15,142.69,31.8,19.45,0.0
2008-07-16,142.68,31.8,19.43,0.0
2008-07-17,142.65,31.7,19.38,0.0
2008-07-18,142.62,31.6,19.33,0.0
2008-07-19,142.58,31.5,19.27,0.0
2008-07-20,142.55,31.5,19.22,0.0
2008-07-21,142.51,31.3,19.15,0.0
2008-07-22,142.48,31.3,19.1,0.0
2008-07-23,142.45,31.2,19.05,0.0
2008-07-24,142.43,31.1,19.02,0.0
2008-07-25,142.38,31.0,18.94,0.7
2008-07-26,142.33,30.9,18.86,0.3
2008-07-27,142.28,30.7,18.78,0.0
2008-07-28,142.23,30.6,18.7,0.0
2008-07-29,142.12,30.3,18.52,0.0
2008-07-30,142.07,30.2,18.44,0.1
2008-07-31,142.05,30.1,18.41,0.0
2008-08-01,142.01,30.0,18.35,0.0
2008-08-02,141.97,29.9,18.29,0.0
2008-08-03,141.9,29.7,18.18,0.0
2008-08-04,141.86,29.6,18.11,2.0
2008-08-05,141.83,29.6,18.07,0.0
2008-08-06,141.81,29.5,18.03,0.0
2008-08-07,141.75,29.4,17.94,0.0
2008-08-08,141.72,29.3,17.89,0.0
2008-08-09,141.68,29.2,17.83,0.0
2008-08-10,141.63,29.1,17.75,0.0
2008-08-11,141.59,29.0,17.69,0.0
2008-08-12,141.56,28.9,17.65,0.0
2008-08-13,141.49,28.7,17.54,0.1
2008-08-14,141.41,28.5,17.41,1.5
2008-08-15,141.36,28.4,17.34,4.1
2008-08-16,141.29,28.2,17.23,0.0
2008-08-17,141.25,28.1,17.17,0.0
2008-08-18,141.21,28.0,17.11,0.0
2008-08-19,141.18,27.9,17.07,0.0
2008-08-20,141.13,27.8,16.99,0.0
2008-08-21,141.08,27.7,16.92,0.0
2008-08-22,141.03,27.6,16.84,8.9
2008-08-23,140.99,27.5,16.78,0.0
2008-08-24,140.95,27.4,16.72,0.0
2008-08-25,140.92,27.3,16.68,0.0
2008-08-26,140.89,27.2,16.63,0.0
2008-08-27,140.86,27.1,16.59,0.0
2008-08-28,140.82,27.1,16.53,0.0
2008-08-29,140.78,27.0,16.47,0.0
2008-08-30,140.73,26.8,16.4,0.0
2008-08-31,140.7,26.8,16.35,0.1
2008-09-01,140.66,26.7,16.29,0.0
2008-09-02,140.61,26.5,16.22,0.0
2008-09-03,140.58,26.5,16.18,0.0
2008-09-04,140.56,26.4,16.15,0.0
2008-09-05,140.52,26.3,16.09,0.0
2008-09-06,140.49,26.3,16.05,4.8
2008-09-07,140.46,26.2,16.0,0.0
2008-09-08,140.43,26.1,15.96,0.0
2008-09-09,140.38,26.0,15.89,0.0
2008-09-10,140.35,25.9,15.85,0.0
2008-09-11,140.32,25.9,15.8,18.4
2008-09-12,140.3,25.8,15.77,0.0
2008-09-13,140.27,25.7,15.73,0.2
2008-09-14,140.24,25.7,15.69,0.0
2008-09-15,140.21,25.6,15.65,0.0
2008-09-16,140.19,25.6,15.62,0.0
2008-09-17,140.16,25.5,15.57,0.0
2008-09-18,140.14,25.4,15.55,0.7
2008-09-19,140.11,25.4,15.5,0.0
2008-09-20,140.08,25.3,15.46,0.0
2008-09-21,140.05,25.2,15.42,0.0
2008-09-22,140.02,25.2,15.38,0.0
2008-09-23,139.98,25.1,15.32,0.0
2008-09-24,139.95,25.0,15.28,0.0
2008-09-25,139.92,24.9,15.24,0.0
2008-09-26,139.87,24.8,15.17,0.0
2008-09-27,139.85,24.8,15.14,0.0
2008-09-28,139.82,24.7,15.1,0.0
2008-09-29,139.79,24.6,15.06,0.0
2008-09-30,139.76,24.6,15.02,0.0
2008-10-01,139.73,24.5,14.98,0.0
2008-10-02,139.7,24.4,14.93,0.0
2008-10-03,139.68,24.4,14.91,0.3
2008-10-04,139.63,24.3,14.84,0.0
2008-10-05,139.59,24.2,14.78,0.0
2008-10-06,139.56,24.1,14.74,0.0
2008-10-07,139.53,24.1,14.7,0.0
2008-10-08,139.5,24.0,14.66,6.8
2008-10-09,139.48,24.0,14.64,0.0
2008-10-10,139.45,23.9,14.59,0.6
2008-10-11,139.42,23.8,14.55,0.0
2008-10-12,139.39,23.8,14.51,0.2
2008-10-13,139.37,23.7,14.49,0.0
2008-10-14,139.35,23.7,14.46,0.0
2008-10-15,139.32,23.6,14.42,0.0
2008-10-16,139.31,23.6,14.41,5.9
2008-10-17,139.28,23.5,14.37,1.7
2008-10-18,139.26,23.5,14.34,2.5
2008-10-19,139.24,23.4,14.31,0.0
2008-10-20,139.21,23.4,14.27,0.0
2008-10-21,139.2,23.3,14.26,0.0
2008-10-22,139.18,23.3,14.23,0.0
2008-10-23,139.14,23.2,14.18,0.2
2008-10-24,139.11,23.1,14.14,2.3
2008-10-25,139.09,23.1,14.12,0.1
2008-10-26,139.06,23.0,14.08,0.0
2008-10-27,139.04,23.0,14.05,0.0
2008-10-28,139.02,23.0,14.02,4.6
2008-10-29,138.98,22.9,13.97,0.0
2008-10-30,138.97,22.8,13.96,0.0
2008-10-31,138.95,22.8,13.93,0.1
2008-11-01,138.93,22.8,13.91,8.1
2008-11-02,138.92,22.7,13.89,33.1
2008-11-03,138.99,22.9,13.98,0.0
2008-11-04,139.1,23.1,14.13,0.0
2008-11-05,139.13,23.2,14.17,5.0
2008-11-06,139.15,23.2,14.19,1.4
2008-11-07,139.16,23.3,14.21,0.1
2008-11-08,139.15,23.2,14.19,0.0
2008-11-09,139.14,23.2,14.18,0.0
2008-11-10,139.13,23.2,14.17,0.1
2008-11-11,139.12,23.2,14.16,0.0
2008-11-12,139.11,23.1,14.14,4.6
2008-11-13,139.1,23.1,14.09,0.0
2008-11-14,139.07,23.1,14.09,0.1
2008-11-15,139.06,23.0,14.08,0.0
2008-11-16,139.05,23.0,14.06,0.0
2008-11-17,139.04,23.0,14.05,0.0
2008-11-18,139.02,23.0,14.02,0.0
2008-11-19,139.01,22.9,14.01,0.0
2008-11-20,139.0,22.9,14.0,0.0
2008-11-21,138.99,22.9,13.98,0.0
2008-11-22,138.97,22.8,13.96,0.0
2008-11-23,138.96,22.8,13.95,0.0
2008-11-24,138.94,22.8,13.92,1.8
2008-11-25,138.93,22.8,13.91,0.0
2008-11-26,138.9,22.7,13.87,0.0
2008-11-27,138.88,22.7,13.84,0.3
2008-11-28,138.87,22.6,13.82,0.1
2008-11-29,138.86,22.6,13.82,0.0
2008-11-30,138.84,22.6,13.79,0.0
2008-12-01,138.83,22.5,13.78,0.0
2008-12-02,138.81,22.5,13.75,3.1
2008-12-03,138.79,22.5,13.73,0.0
2008-12-04,138.78,22.4,13.71,0.0
2008-12-05,138.76,22.4,13.69,1.8
2008-12-06,138.76,22.4,13.69,0.0
2008-12-07,138.74,22.4,13.66,0.0
2008-12-08,138.73,22.3,13.65,0.0
2008-12-09,138.71,22.3,13.62,7.5
2008-12-10,138.69,22.3,13.6,0.0
2008-12-11,138.66,22.2,13.56,0.0
2008-12-12,138.65,22.2,13.55,0.0
2008-12-13,138.64,22.1,13.53,0.0
2008-12-14,138.63,22.1,13.52,7.2
2008-12-15,138.63,22.1,13.52,3.3
2008-12-16,138.62,22.1,13.51,3.2
2008-12-17,138.63,22.1,13.52,0.0
2008-12-18,138.63,22.1,13.52,0.0
2008-12-19,138.63,22.1,13.52,0.0
2008-12-20,138.63,22.1,13.52,0.0
2008-12-21,138.62,22.1,13.51,0.0
2008-12-22,138.61,22.1,13.5,0.0
2008-12-23,138.6,22.1,13.48,0.0
2008-12-24,138.58,22.0,13.46,0.0
2008-12-25,138.56,22.0,13.43,0.1
2008-12-26,138.54,21.9,13.41,130.5
2008-12-27,138.82,22.5,13.76,99.8
2008-12-28,142.34,30.9,18.88,26.6
2008-12-29,145.06,38.7,23.66,2.4
2008-12-30,145.73,40.9,24.98,0.0
2008-12-31,146.05,41.9,25.63,0.1
2009-01-01,146.35,43.0,26.25,0.0
2009-01-02,146.62,43.9,26.82,0.0
2009-01-03,146.81,44.6,27.23,0.0
2009-01-04,146.96,45.1,27.56,0.0
2009-01-05,147.06,45.5,27.78,0.0
2009-01-06,147.15,45.8,27.98,1.3
2009-01-07,147.22,46.0,28.13,0.0
2009-01-08,147.27,46.2,28.24,0.0
2009-01-09,147.31,46.4,28.33,9.2
2009-01-10,147.36,46.5,28.44,4.3
2009-01-11,147.44,46.8,28.62,0.1
2009-01-12,147.51,47.1,28.78,0.0
2009-01-13,147.59,47.4,28.96,0.0
2009-01-14,147.65,47.6,29.09,0.0
2009-01-15,147.7,47.8,29.21,0.0
2009-01-16,147.74,47.9,29.3,0.0
2009-01-17,147.78,48.1,29.39,0.0
2009-01-18,147.81,48.2,29.46,0.0
2009-01-19,147.84,48.3,29.52,1.4
2009-01-20,147.87,48.4,29.59,1.8
2009-01-21,147.92,48.6,29.71,0.0
2009-01-22,147.96,48.8,29.8,0.7
2009-01-23,148.0,48.9,29.89,4.8
2009-01-24,148.04,49.1,29.98,0.3
2009-01-25,148.09,49.3,30.1,0.0
2009-01-26,148.13,49.4,30.19,0.0
2009-01-27,148.16,49.5,30.26,0.0
2009-01-28,148.18,49.6,30.31,0.2
2009-01-29,148.21,49.7,30.38,0.0
2009-01-30,148.24,49.8,30.45,0.8
2009-01-31,148.25,49.9,30.47,24.4
2009-02-01,148.3,50.1,30.59,28.3
2009-02-02,148.83,52.1,31.84,2.2
2009-02-03,149.42,54.4,33.27,18.0
2009-02-04,149.96,56.6,34.61,0.0
2009-02-05,150.37,58.3,35.65,0.0
2009-02-06,150.61,59.4,36.27,0.0
2009-02-07,150.77,60.0,36.68,0.0
2009-02-08,150.88,60.5,36.97,0.0
2009-02-09,150.98,60.9,37.23,0.0
2009-02-10,151.05,61.2,37.42,1.6
2009-02-11,151.11,61.5,37.57,0.0
2009-02-12,151.18,61.8,37.76,0.0
2009-02-13,151.22,62.0,37.87,0.0
2009-02-14,151.26,62.1,37.97,0.0
2009-02-15,151.29,62.3,38.05,0.0
2009-02-16,151.33,62.5,38.16,0.0
2009-02-17,151.35,62.5,38.21,0.0
2009-02-18,151.38,62.7,38.29,0.0
2009-02-19,151.41,62.8,38.37,0.0
2009-02-20,151.43,62.9,38.43,0.0
2009-02-21,151.46,63.0,38.51,0.0
2009-02-22,151.48,63.1,38.56,0.0
2009-02-23,151.5,63.2,38.62,0.0
2009-02-24,151.51,63.2,38.64,0.0
2009-02-25,151.54,63.4,38.72,0.0
2009-02-26,151.56,63.5,38.78,0.0
2009-02-27,151.57,63.5,38.8,0.0
2009-02-28,151.59,63.6,38.86,0.0
2009-03-01,151.6,63.6,38.88,0.2
2009-03-02,151.61,63.7,38.91,1.3
2009-03-03,151.63,63.8,38.97,0.0
2009-03-04,151.64,63.8,38.99,0.5
2009-03-05,151.65,63.9,39.02,0.3
2009-03-06,151.66,63.9,39.05,0.0
2009-03-07,151.68,64.0,39.1,0.0
2009-03-08,151.69,64.0,39.13,0.0
2009-03-09,151.7,64.1,39.16,1.8
2009-03-10,151.71,64.1,39.18,0.0
2009-03-11,151.72,64.2,39.21,0.0
2009-03-12,151.72,64.2,39.21,0.0
2009-03-13,151.73,64.2,39.24,0.0
2009-03-14,151.74,64.3,39.26,0.0
2009-03-15,151.75,64.3,39.29,0.0
2009-03-16,151.75,64.3,39.29,0.0
2009-03-17,151.76,64.4,39.32,0.0
2009-03-18,151.76,64.4,39.32,0.0
2009-03-19,151.77,64.4,39.35,0.0
2009-03-20,151.77,64.4,39.35,0.0
2009-03-21,151.77,64.4,39.35,0.0
2009-03-22,151.77,64.4,39.35,0.0
2009-03-23,151.77,64.4,39.35,0.0
2009-03-24,151.76,64.4,39.32,0.0
2009-03-25,151.74,64.3,39.26,0.0
2009-03-26,151.74,64.3,39.26,0.0
2009-03-27,151.73,64.2,39.24,0.0
2009-03-28,151.72,64.2,39.21,10.3
2009-03-29,151.73,64.2,39.24,3.4
2009-03-30,151.74,64.3,39.26,0.0
2009-03-31,151.74,64.3,39.26,5.8
2009-04-01,151.75,64.3,39.29,0.0
2009-04-02,151.76,64.4,39.32,1.6
2009-04-03,151.79,64.5,39.4,0.0
2009-04-04,151.81,64.6,39.46,0.0
2009-04-05,151.82,64.6,39.48,0.0
2009-04-06,151.82,64.6,39.48,0.0
2009-04-07,151.83,64.7,39.51,4.5
2009-04-08,151.83,64.7,39.51,4.6
2009-04-09,151.98,65.3,39.92,0.0
2009-04-10,152.06,65.7,40.14,4.5
2009-04-11,152.13,66.0,40.33,9.6
2009-04-12,152.32,66.9,40.86,6.7
2009-04-13,152.52,67.8,41.42,0.0
2009-04-14,152.69,68.6,41.91,0.0
2009-04-15,152.8,69.1,42.22,0.2
2009-04-16,152.86,69.4,42.39,0.2
2009-04-17,152.91,69.6,42.54,5.2
2009-04-18,152.97,69.9,42.71,1.0
2009-04-19,153.0,70.0,42.8,0.0
2009-04-20,153.04,70.2,42.92,3.3
2009-04-21,153.08,70.4,43.03,0.1
2009-04-22,153.12,70.6,43.15,0.3
2009-04-23,153.14,70.7,43.21,0.0
2009-04-24,153.16,70.8,43.27,0.0
2009-04-25,153.19,71.0,43.36,2.2
2009-04-26,153.21,71.1,43.42,10.8
2009-04-27,153.23,71.2,43.47,0.0
2009-04-28,153.26,71.3,43.56,8.9
2009-04-29,153.29,71.4,43.65,3.0
2009-04-30,153.34,71.7,43.8,0.9
2009-05-01,153.4,72.0,43.98,0.2
2009-05-02,153.42,72.1,44.04,0.0
2009-05-03,153.45,72.2,44.13,0.0
2009-05-04,153.47,72.3,44.19,0.0
2009-05-05,153.49,72.4,44.25,0.0
2009-05-06,153.49,72.4,44.25,0.0
2009-05-07,153.48,72.4,44.22,0.6
2009-05-08,153.47,72.3,44.19,0.1
2009-05-09,153.47,72.3,44.19,0.0
2009-05-10,153.48,72.4,44.22,0.9
2009-05-11,153.49,72.4,44.25,0.1
2009-05-12,153.5,72.5,44.28,0.0
2009-05-13,153.51,72.5,44.31,0.0
2009-05-14,153.51,72.5,44.31,6.1
2009-05-15,153.52,72.6,44.34,0.0
2009-05-16,153.52,72.6,44.34,0.0
2009-05-17,153.52,72.6,44.34,0.0
2009-05-18,153.52,72.6,44.34,0.0
2009-05-19,153.51,72.5,44.31,0.0
2009-05-20,153.5,72.5,44.28,0.0
2009-05-21,153.49,72.4,44.25,0.1
2009-05-22,153.48,72.4,44.22,0.0
2009-05-23,153.47,72.3,44.19,0.0
2009-05-24,153.47,72.3,44.19,0.0
2009-05-25,153.46,72.3,44.16,0.0
2009-05-26,153.45,72.2,44.13,0.2
2009-05-27,153.42,72.1,44.04,0.0
2009-05-28,153.4,72.0,43.98,0.0
2009-05-29,153.37,71.8,43.89,0.0
2009-05-30,153.36,71.8,43.86,0.0
2009-05-31,153.32,71.6,43.74,1.0
2009-06-01,153.29,71.4,43.65,0.0
2009-06-02,153.25,71.3,43.53,0.0
2009-06-03,153.19,71.0,43.36,0.0
2009-06-04,153.11,70.6,43.12,0.0
2009-06-05,153.03,70.2,42.89,8.7
2009-06-06,152.96,69.9,42.68,5.3
2009-06-07,152.92,69.7,42.57,1.4
2009-06-08,152.87,69.4,42.42,0.5
2009-06-09,152.82,69.2,42.28,0.0
2009-06-10,152.76,68.9,42.11,0.0
2009-06-11,152.7,68.6,41.93,0.0
2009-06-12,152.63,68.3,41.73,0.0
2009-06-13,152.57,68.0,41.56,3.0
2009-06-14,152.5,67.7,41.37,0.0
2009-06-15,152.44,67.4,41.2,0.0
2009-06-16,152.39,67.2,41.06,0.1
2009-06-17,152.35,67.0,40.95,0.0
2009-06-18,152.28,66.7,40.75,0.0
2009-06-19,152.21,66.4,40.56,5.5
2009-06-20,152.15,66.1,40.39,0.0
2009-06-21,152.07,65.7,40.17,0.0
2009-06-22,152.01,65.5,40.0,0.0
2009-06-23,151.92,65.1,39.76,0.0
2009-06-24,151.84,64.7,39.54,0.1
2009-06-25,151.75,64.3,39.29,0.0
2009-06-26,151.64,63.8,38.99,15.1
2009-06-27,151.57,63.5,38.8,0.0
2009-06-28,151.51,63.2,38.64,0.0
2009-06-29,151.47,63.1,38.53,0.0
2009-06-30,151.39,62.7,38.32,10.3
2009-07-01,151.33,62.5,38.16,18.1
2009-07-02,151.27,62.2,38.0,0.9
2009-07-03,151.19,61.8,37.79,0.0
2009-07-04,151.1,61.5,37.55,24.2
2009-07-05,151.06,61.3,37.44,8.6
2009-07-06,151.04,61.2,37.39,25.5
2009-07-07,151.06,61.3,37.44,1.6
2009-07-08,151.07,61.3,37.47,0.0
2009-07-09,151.08,61.4,37.49,0.0
2009-07-10,151.06,61.3,37.44,0.0
2009-07-11,151.03,61.2,37.36,0.0
2009-07-12,151.02,61.1,37.34,0.0
2009-07-13,150.99,61.0,37.26,0.0
2009-07-14,150.92,60.7,37.07,6.4
2009-07-15,150.82,60.2,36.81,0.3
2009-07-16,150.74,59.9,36.6,0.0
2009-07-17,150.64,59.5,36.34,0.0
2009-07-18,150.52,59.0,36.03,0.0
2009-07-19,150.42,58.6,35.78,0.0
2009-07-20,150.34,58.2,35.57,0.0
2009-07-21,150.3,58.1,35.47,0.0
2009-07-22,150.21,57.7,35.24,0.0
2009-07-23,150.11,57.3,34.99,0.0
2009-07-24,150.0,56.8,34.71,0.0
2009-07-25,149.87,56.3,34.38,0.0
2009-07-26,149.76,55.8,34.11,0.0
2009-07-27,149.66,55.4,33.86,0.0
2009-07-28,149.54,54.9,33.56,0.0
2009-07-29,149.42,54.4,33.27,0.0
2009-07-30,149.29,53.9,32.95,0.0
2009-07-31,149.16,53.4,32.63,0.0
