,Nivell absolut (msnm),Percentatge volum embassat (%),Volum embassat (hm3),PPT
2006-04-07,156.39,87.8,53.62,0.0
2006-04-08,156.36,87.6,53.52,0.0
2006-04-09,156.32,87.4,53.38,0.0
2006-04-10,156.28,87.1,53.25,0.9
2006-04-11,156.27,87.1,53.21,0.0
2006-04-12,156.28,87.1,53.25,0.0
2006-04-13,156.29,87.2,53.28,0.0
2006-04-14,156.31,87.3,53.35,0.0
2006-04-15,156.32,87.4,53.38,0.0
2006-04-16,156.34,87.5,53.45,0.1
2006-04-17,156.36,87.6,53.52,0.0
2006-04-18,156.37,87.7,53.56,0.0
2006-04-19,156.38,87.7,53.59,0.0
2006-04-20,156.39,87.8,53.62,0.9
2006-04-21,156.4,87.8,53.66,0.0
2006-04-22,156.42,87.9,53.73,0.0
2006-04-23,156.43,88.0,53.76,0.0
2006-04-24,156.44,88.0,53.8,0.0
2006-04-25,156.45,88.1,53.83,0.0
2006-04-26,156.46,88.2,53.86,0.0
2006-04-27,156.46,88.2,53.86,0.0
2006-04-28,156.44,88.0,53.8,0.0
2006-04-29,156.44,88.0,53.8,0.0
2006-04-30,156.42,87.9,53.73,0.0
2006-05-01,156.42,87.9,53.73,0.0
2006-05-02,156.4,87.8,53.66,0.0
2006-05-03,156.39,87.8,53.62,0.0
2006-05-04,156.38,87.7,53.59,0.0
2006-05-05,156.37,87.7,53.56,0.0
2006-05-06,156.38,87.7,53.59,0.0
2006-05-07,156.36,87.6,53.52,0.0
2006-05-08,156.37,87.7,53.56,0.0
2006-05-09,156.34,87.5,53.45,0.0
2006-05-10,156.33,87.4,53.42,0.0
2006-05-11,156.31,87.3,53.35,0.0
2006-05-12,156.29,87.2,53.28,0.0
2006-05-13,156.27,87.1,53.21,3.1
2006-05-14,156.28,87.1,53.25,0.0
2006-05-15,156.27,87.1,53.21,0.0
2006-05-16,156.26,87.0,53.18,0.0
2006-05-17,156.24,86.9,53.11,0.0
2006-05-18,156.22,86.8,53.04,0.0
2006-05-19,156.18,86.6,52.91,0.0
2006-05-20,156.15,86.4,52.81,0.0
2006-05-21,156.14,86.4,52.77,0.0
2006-05-22,156.11,86.2,52.67,0.0
2006-05-23,156.07,86.0,52.53,1.5
2006-05-24,155.96,85.4,52.16,0.0
2006-05-25,155.93,85.2,52.06,0.0
2006-05-26,155.88,84.9,51.89,0.0
2006-05-27,155.82,84.6,51.69,0.0
2006-05-28,155.78,84.4,51.56,0.0
2006-05-29,155.73,84.1,51.39,0.4
2006-05-30,155.63,83.6,51.06,0.0
2006-05-31,155.56,83.2,50.82,0.0
2006-06-01,155.48,82.7,50.56,0.0
2006-06-02,155.42,82.4,50.36,0.0
2006-06-03,155.35,82.0,50.13,0.0
2006-06-04,155.3,81.8,49.97,0.0
2006-06-05,155.22,81.3,49.7,0.0
2006-06-06,155.14,80.9,49.44,0.0
2006-06-07,155.03,80.3,49.08,0.0
2006-06-08,154.93,79.8,48.76,0.0
2006-06-09,154.81,79.2,48.37,0.0
2006-06-10,154.69,78.5,47.99,0.0
2006-06-11,154.6,78.1,47.7,0.0
2006-06-12,154.51,77.6,47.41,0.0
2006-06-13,154.42,77.1,47.13,0.0
2006-06-14,154.32,76.6,46.81,0.0
2006-06-15,154.23,76.2,46.53,0.0
2006-06-16,154.14,75.7,46.25,0.3
2006-06-17,154.07,75.3,46.03,0.0
2006-06-18,154.01,75.0,45.84,0.0
2006-06-19,153.96,74.8,45.69,0.0
2006-06-20,153.88,74.4,45.44,0.0
2006-06-21,153.8,74.0,45.19,0.0
2006-06-22,153.72,73.6,44.95,0.0
2006-06-23,153.62,73.1,44.65,0.0
2006-06-24,153.54,72.7,44.4,0.0
2006-06-25,153.47,72.3,44.19,0.2
2006-06-26,153.4,72.0,43.98,0.0
2006-06-27,153.3,71.5,43.68,0.0
2006-06-28,153.18,70.9,43.33,0.0
2006-06-29,153.09,70.5,43.06,0.0
2006-06-30,152.99,70.0,42.77,0.0
2006-07-01,152.88,69.5,42.45,0.0
2006-07-02,152.8,69.1,42.22,0.0
2006-07-03,152.69,68.6,41.91,0.0
2006-07-04,152.59,68.1,41.62,0.0
2006-07-05,152.5,67.7,41.37,0.0
2006-07-06,152.38,67.2,41.03,21.4
2006-07-07,152.31,66.8,40.83,0.0
2006-07-08,152.21,66.4,40.56,0.0
2006-07-09,152.13,66.0,40.33,0.0
2006-07-10,152.05,65.7,40.11,0.0
2006-07-11,151.94,65.2,39.81,0.0
2006-07-12,151.85,64.8,39.56,0.0
2006-07-13,151.73,64.2,39.24,0.0
2006-07-14,151.64,63.8,38.99,0.0
2006-07-15,151.52,63.3,38.67,0.7
2006-07-16,151.43,62.9,38.43,0.0
2006-07-17,151.35,62.5,38.21,0.0
2006-07-18,151.24,62.1,37.92,0.0
2006-07-19,151.12,61.5,37.6,0.0
2006-07-20,150.99,61.0,37.26,0.0
2006-07-21,150.88,60.5,36.97,0.0
2006-07-22,150.76,60.0,36.66,0.0
2006-07-23,150.64,59.5,36.34,0.0
2006-07-24,150.5,58.9,35.98,0.0
2006-07-25,150.39,58.4,35.7,0.0
2006-07-26,150.33,58.2,35.55,0.0
2006-07-27,150.19,57.6,35.19,0.0
2006-07-28,150.03,56.9,34.78,0.6
2006-07-29,149.89,56.4,34.43,0.0
2006-07-30,149.77,55.9,34.13,5.0
2006-07-31,149.66,55.4,33.86,0.0
2006-08-01,149.55,55.0,33.59,0.0
2006-08-02,149.42,54.4,33.27,0.0
2006-08-03,149.32,54.0,33.02,0.0
2006-08-04,149.17,53.4,32.66,0.0
2006-08-05,149.02,52.9,32.29,0.0
2006-08-06,148.9,52.4,32.01,0.0
2006-08-07,148.79,52.0,31.74,0.0
2006-08-08,148.66,51.4,31.43,0.0
2006-08-09,148.52,50.9,31.1,0.0
2006-08-10,148.4,50.4,30.82,0.0
2006-08-11,148.28,50.0,30.54,0.0
2006-08-12,148.15,49.5,30.24,3.6
2006-08-13,148.05,49.1,30.01,0.0
2006-08-14,147.96,48.8,29.8,0.0
2006-08-15,147.86,48.4,29.57,13.7
2006-08-16,147.83,48.3,29.5,0.0
2006-08-17,147.83,48.3,29.5,0.0
2006-08-18,147.78,48.1,29.39,0.0
2006-08-19,147.73,47.9,29.27,0.0
2006-08-20,147.7,47.8,29.21,0.0
2006-08-21,147.65,47.6,29.09,0.0
2006-08-22,147.58,47.4,28.93,0.0
2006-08-23,147.52,47.1,28.8,34.6
2006-08-24,147.49,47.0,28.73,1.9
2006-08-25,147.46,46.9,28.66,1.1
2006-08-26,147.45,46.9,28.64,0.0
2006-08-27,147.42,46.8,28.58,0.0
2006-08-28,147.38,46.6,28.49,0.0
2006-08-29,147.33,46.4,28.37,0.0
2006-08-30,147.28,46.3,28.26,0.0
2006-08-31,147.23,46.1,28.15,0.0
2006-09-01,147.2,46.0,28.09,0.0
2006-09-02,147.17,45.9,28.02,0.0
2006-09-03,147.12,45.7,27.91,0.0
2006-09-04,147.08,45.5,27.82,0.0
2006-09-05,147.03,45.4,27.71,0.0
2006-09-06,146.99,45.2,27.62,0.2
2006-09-07,146.92,45.0,27.47,0.2
2006-09-08,146.87,44.8,27.36,0.0
2006-09-09,146.82,44.6,27.25,0.0
2006-09-10,146.77,44.4,27.15,0.0
2006-09-11,146.72,44.3,27.04,0.0
2006-09-12,146.67,44.1,26.93,3.3
2006-09-13,146.64,44.0,26.87,80.3
2006-09-14,146.72,44.3,27.04,8.6
2006-09-15,146.74,44.3,27.08,0.0
2006-09-16,146.74,44.3,27.08,1.8
2006-09-17,146.73,44.3,27.06,0.0
2006-09-18,146.73,44.3,27.06,0.0
2006-09-19,146.72,44.3,27.04,0.0
2006-09-20,146.8,44.5,27.21,0.0
2006-09-21,146.79,44.5,27.19,0.0
2006-09-22,146.77,44.4,27.15,5.6
2006-09-23,146.76,44.4,27.12,7.8
2006-09-24,146.77,44.4,27.15,15.2
2006-09-25,146.77,44.4,27.15,1.5
2006-09-26,146.75,44.4,27.1,0.0
2006-09-27,146.74,44.3,27.08,0.0
2006-09-28,146.73,44.3,27.06,0.0
2006-09-29,146.72,44.3,27.04,0.0
2006-09-30,146.71,44.2,27.02,0.0
2006-10-01,146.7,44.2,27.0,0.0
2006-10-02,146.69,44.1,26.97,0.0
2006-10-03,146.67,44.1,26.93,0.0
2006-10-04,146.65,44.0,26.89,7.3
2006-10-05,146.62,43.9,26.82,0.0
2006-10-06,146.61,43.9,26.8,0.0
2006-10-07,146.59,43.8,26.76,0.0
2006-10-08,146.58,43.8,26.74,0.0
2006-10-09,146.56,43.7,26.7,2.2
2006-10-10,146.55,43.7,26.68,0.2
2006-10-11,146.54,43.6,26.65,0.5
2006-10-12,146.53,43.6,26.63,15.6
2006-10-13,146.54,43.6,26.65,0.1
2006-10-14,146.54,43.6,26.65,0.0
2006-10-15,146.54,43.6,26.65,0.0
2006-10-16,146.53,43.6,26.63,0.0
2006-10-17,146.52,43.6,26.61,0.0
2006-10-18,146.51,43.5,26.59,44.9
2006-10-19,146.69,44.1,26.97,0.1
2006-10-20,146.74,44.3,27.08,0.0
2006-10-21,146.75,44.4,27.1,0.0
2006-10-22,146.76,44.4,27.12,0.0
2006-10-23,146.76,44.4,27.12,0.0
2006-10-24,146.77,44.4,27.15,0.0
2006-10-25,146.76,44.4,27.12,0.0
2006-10-26,146.76,44.4,27.12,0.0
2006-10-27,146.75,44.4,27.1,0.0
2006-10-28,146.75,44.4,27.1,0.0
2006-10-29,146.74,44.3,27.08,0.0
2006-10-30,146.74,44.3,27.08,0.0
2006-10-31,146.74,44.3,27.08,0.0
2006-11-01,146.73,44.3,27.06,0.0
2006-11-02,146.71,44.2,27.02,0.0
2006-11-03,146.71,44.2,27.02,0.0
2006-11-04,146.69,44.1,26.97,0.0
2006-11-05,146.68,44.1,26.95,0.0
2006-11-06,146.67,44.1,26.93,0.0
2006-11-07,146.65,44.0,26.89,0.0
2006-11-08,146.64,44.0,26.87,0.0
2006-11-09,146.63,43.9,26.85,0.0
2006-11-10,146.62,43.9,26.82,0.0
2006-11-11,146.6,43.8,26.78,0.0
2006-11-12,146.59,43.8,26.76,0.0
2006-11-13,146.58,43.8,26.74,0.0
2006-11-14,146.57,43.7,26.72,0.0
2006-11-15,146.56,43.7,26.7,0.0
2006-11-16,146.54,43.6,26.65,0.0
2006-11-17,146.54,43.6,26.65,0.2
2006-11-18,146.53,43.6,26.63,0.0
2006-11-19,146.51,43.5,26.59,0.1
2006-11-20,146.51,43.5,26.59,0.0
2006-11-21,146.5,43.5,26.57,0.0
2006-11-22,146.49,43.4,26.55,0.0
2006-11-23,146.48,43.4,26.53,0.0
2006-11-24,146.47,43.4,26.51,0.0
2006-11-25,146.46,43.3,26.48,0.0
2006-11-26,146.45,43.3,26.46,0.0
2006-11-27,146.44,43.3,26.44,0.0
2006-11-28,146.43,43.2,26.42,0.0
2006-11-29,146.42,43.2,26.4,0.0
2006-11-30,146.4,43.1,26.36,0.0
2006-12-01,146.39,43.1,26.34,0.0
2006-12-02,146.38,43.1,26.32,0.0
2006-12-03,146.37,43.0,26.29,0.0
2006-12-04,146.36,43.0,26.27,0.0
2006-12-05,146.35,43.0,26.25,0.0
2006-12-06,146.34,42.9,26.23,0.4
2006-12-07,146.3,42.8,26.15,0.0
2006-12-08,146.29,42.8,26.13,1.4
2006-12-09,146.28,42.7,26.11,0.0
2006-12-10,146.27,42.7,26.08,0.0
2006-12-11,146.27,42.7,26.08,0.0
2006-12-12,146.26,42.7,26.06,0.5
2006-12-13,146.25,42.6,26.04,0.0
2006-12-14,146.22,42.5,25.98,0.0
2006-12-15,146.22,42.5,25.98,19.0
2006-12-16,146.24,42.6,26.02,6.6
2006-12-17,146.24,42.6,26.02,0.0
2006-12-18,146.23,42.6,26.0,0.0
2006-12-19,146.22,42.5,25.98,0.0
2006-12-20,146.22,42.5,25.98,0.0
2006-12-21,146.21,42.5,25.96,0.0
2006-12-22,146.21,42.5,25.96,0.0
2006-12-23,146.2,42.5,25.94,0.0
2006-12-24,146.19,42.4,25.92,0.0
2006-12-25,146.17,42.4,25.88,0.0
2006-12-26,146.16,42.3,25.86,0.0
2006-12-27,146.15,42.3,25.83,0.0
2006-12-28,146.14,42.2,25.81,0.0
2006-12-29,146.13,42.2,25.79,0.0
2006-12-30,146.12,42.2,25.77,0.0
2006-12-31,146.12,42.2,25.77,0.0
2007-01-01,146.11,42.1,25.75,0.0
2007-01-02,146.1,42.1,25.73,0.0
2007-01-03,146.09,42.1,25.71,0.0
2007-01-04,146.09,42.1,25.71,0.0
2007-01-05,146.09,42.1,25.71,0.0
2007-01-06,146.08,42.0,25.69,0.0
2007-01-07,146.07,42.0,25.67,0.0
2007-01-08,146.06,42.0,25.65,0.0
2007-01-09,146.06,42.0,25.65,0.0
2007-01-10,146.05,41.9,25.63,0.0
2007-01-11,146.04,41.9,25.61,0.0
2007-01-12,146.03,41.9,25.59,0.0
2007-01-13,146.03,41.9,25.59,0.0
2007-01-14,146.02,41.8,25.57,0.0
2007-01-15,146.01,41.8,25.55,0.0
2007-01-16,146.0,41.8,25.53,0.0
2007-01-17,145.99,41.7,25.51,0.0
2007-01-18,145.98,41.7,25.48,0.0
2007-01-19,145.97,41.7,25.46,0.0
2007-01-20,145.97,41.7,25.46,0.0
2007-01-21,145.96,41.6,25.44,0.0
2007-01-22,145.95,41.6,25.42,0.0
2007-01-23,145.94,41.6,25.4,0.6
2007-01-24,145.92,41.5,25.36,0.1
2007-01-25,145.9,41.4,25.32,0.0
2007-01-26,145.89,41.4,25.3,0.0
2007-01-27,145.87,41.3,25.26,0.0
2007-01-28,145.86,41.3,25.24,0.0
2007-01-29,145.86,41.3,25.24,0.0
2007-01-30,145.85,41.3,25.22,0.0
2007-01-31,145.83,41.2,25.18,0.6
2007-02-01,145.82,41.2,25.16,0.0
2007-02-02,145.82,41.2,25.16,0.0
2007-02-03,145.81,41.1,25.14,0.0
2007-02-04,145.8,41.1,25.12,0.0
2007-02-05,145.79,41.1,25.1,2.7
2007-02-06,145.79,41.1,25.1,3.4
2007-02-07,145.79,41.1,25.1,0.0
2007-02-08,145.78,41.0,25.08,3.4
2007-02-09,145.78,41.0,25.08,0.1
2007-02-10,145.77,41.0,25.06,0.0
2007-02-11,145.76,41.0,25.04,0.0
2007-02-12,145.75,40.9,25.02,6.4
2007-02-13,145.75,40.9,25.02,0.0
2007-02-14,145.75,40.9,25.02,2.3
2007-02-15,145.74,40.9,25.0,0.0
2007-02-16,145.74,40.9,25.0,0.0
2007-02-17,145.73,40.9,24.98,34.7
2007-02-18,145.8,41.1,25.12,2.0
2007-02-19,145.84,41.2,25.2,0.0
2007-02-20,145.86,41.3,25.24,0.0
2007-02-21,145.88,41.4,25.28,0.0
2007-02-22,145.88,41.4,25.28,0.0
2007-02-23,145.88,41.4,25.28,1.3
2007-02-24,145.88,41.4,25.28,0.5
2007-02-25,145.89,41.4,25.3,1.0
2007-02-26,145.88,41.4,25.28,0.1
2007-02-27,145.88,41.4,25.28,0.0
2007-02-28,145.88,41.4,25.28,0.0
2007-03-01,145.87,41.3,25.26,0.0
2007-03-02,145.87,41.3,25.26,0.0
2007-03-03,145.86,41.3,25.24,0.0
2007-03-04,145.86,41.3,25.24,0.0
2007-03-05,145.85,41.3,25.22,0.0
2007-03-06,145.84,41.2,25.2,0.0
2007-03-07,145.83,41.2,25.18,2.4
2007-03-08,145.83,41.2,25.18,1.4
2007-03-09,145.81,41.1,25.14,0.1
2007-03-10,145.8,41.1,25.12,0.6
2007-03-11,145.78,41.0,25.08,0.0
2007-03-12,145.77,41.0,25.06,0.0
2007-03-13,145.76,41.0,25.04,0.0
2007-03-14,145.75,40.9,25.02,0.0
2007-03-15,145.74,40.9,25.0,0.0
2007-03-16,145.73,40.9,24.98,0.0
2007-03-17,145.72,40.8,24.96,0.0
2007-03-18,145.71,40.8,24.94,0.0
2007-03-19,145.7,40.8,24.92,7.3
2007-03-20,145.68,40.7,24.88,0.5
2007-03-21,145.65,40.6,24.82,0.1
2007-03-22,145.64,40.6,24.8,0.0
2007-03-23,145.62,40.5,24.76,0.0
2007-03-24,145.6,40.5,24.72,0.0
2007-03-25,145.59,40.4,24.7,0.2
2007-03-26,145.58,40.4,24.68,0.4
2007-03-27,145.57,40.4,24.66,0.0
2007-03-28,145.56,40.3,24.64,3.0
2007-03-29,145.56,40.3,24.64,0.0
2007-03-30,145.56,40.3,24.64,6.4
2007-03-31,145.55,40.3,24.62,0.2
2007-04-01,145.55,40.3,24.62,2.3
2007-04-02,145.55,40.3,24.62,5.3
2007-04-03,145.59,40.4,24.7,26.4
2007-04-04,145.96,41.6,25.44,0.4
2007-04-05,146.09,42.1,25.71,2.0
2007-04-06,146.2,42.5,25.94,0.0
2007-04-07,146.25,42.6,26.04,0.0
2007-04-08,146.29,42.8,26.13,0.0
2007-04-09,146.31,42.8,26.17,0.0
2007-04-10,146.33,42.9,26.21,3.0
2007-04-11,146.34,42.9,26.23,2.8
2007-04-12,146.35,43.0,26.25,25.6
2007-04-13,146.5,43.5,26.57,40.9
2007-04-14,147.37,46.6,28.46,14.3
2007-04-15,148.11,49.3,30.15,0.0
2007-04-16,148.39,50.4,30.8,0.0
2007-04-17,148.54,51.0,31.15,2.9
2007-04-18,148.63,51.3,31.36,0.0
2007-04-19,148.69,51.6,31.5,0.0
2007-04-20,148.73,51.7,31.6,0.0
2007-04-21,148.76,51.8,31.67,0.0
2007-04-22,148.79,52.0,31.74,0.0
2007-04-23,148.81,52.0,31.79,0.0
2007-04-24,148.83,52.1,31.84,0.0
2007-04-25,148.84,52.1,31.86,0.0
2007-04-26,148.85,52.2,31.89,0.0
2007-04-27,148.85,52.2,31.89,0.0
2007-04-28,148.86,52.2,31.91,0.0
2007-04-29,148.86,52.2,31.91,0.1
2007-04-30,148.86,52.2,31.91,1.9
2007-05-01,148.88,52.3,31.96,11.5
2007-05-02,148.89,52.3,31.98,1.2
2007-05-03,148.9,52.4,32.01,3.5
2007-05-04,148.93,52.5,32.08,0.0
2007-05-05,148.94,52.5,32.1,0.0
2007-05-06,148.95,52.6,32.13,0.0
2007-05-07,148.95,52.6,32.13,0.0
2007-05-08,148.96,52.6,32.15,0.0
2007-05-09,148.96,52.6,32.15,0.0
2007-05-10,148.96,52.6,32.15,0.0
2007-05-11,148.96,52.6,32.15,0.0
2007-05-12,148.96,52.6,32.15,0.0
2007-05-13,148.95,52.6,32.13,0.0
2007-05-14,148.95,52.6,32.13,16.4
2007-05-15,148.95,52.6,32.13,0.0
2007-05-16,148.95,52.6,32.13,0.0
2007-05-17,148.95,52.6,32.13,0.0
2007-05-18,148.95,52.6,32.13,0.0
2007-05-19,148.95,52.6,32.13,0.0
2007-05-20,148.94,52.5,32.1,0.0
2007-05-21,148.93,52.5,32.08,0.3
2007-05-22,148.93,52.5,32.08,0.0
2007-05-23,148.92,52.5,32.05,0.0
2007-05-24,148.91,52.4,32.03,0.0
2007-05-25,148.9,52.4,32.01,0.1
2007-05-26,148.89,52.3,31.98,8.0
2007-05-27,148.91,52.4,32.03,8.9
2007-05-28,148.94,52.5,32.1,0.1
2007-05-29,148.95,52.6,32.13,0.0
2007-05-30,148.96,52.6,32.15,3.5
2007-05-31,148.97,52.7,32.17,3.8
2007-06-01,148.98,52.7,32.2,0.0
2007-06-02,148.97,52.7,32.17,0.0
2007-06-03,148.97,52.7,32.17,0.0
2007-06-04,148.96,52.6,32.15,0.0
2007-06-05,148.95,52.6,32.13,0.0
2007-06-06,148.93,52.5,32.08,12.5
2007-06-07,149.09,53.1,32.46,0.0
2007-06-08,149.22,53.6,32.78,0.0
2007-06-09,149.26,53.8,32.88,0.0
2007-06-10,149.29,53.9,32.95,0.0
2007-06-11,149.27,53.8,32.9,15.8
2007-06-12,149.27,53.8,32.9,0.0
2007-06-13,149.24,53.7,32.83,0.0
2007-06-14,149.21,53.6,32.75,0.0
2007-06-15,149.16,53.4,32.63,1.3
2007-06-16,149.12,53.2,32.54,0.0
2007-06-17,149.09,53.1,32.46,0.0
2007-06-18,149.05,53.0,32.37,0.1
2007-06-19,148.99,52.7,32.22,0.0
2007-06-20,148.92,52.5,32.05,0.0
2007-06-21,148.84,52.1,31.86,0.0
2007-06-22,148.74,51.8,31.62,0.0
2007-06-23,148.64,51.4,31.39,0.0
2007-06-24,148.57,51.1,31.22,0.0
2007-06-25,148.49,50.8,31.03,0.0
2007-06-26,148.4,50.4,30.82,0.0
2007-06-27,148.33,50.2,30.66,0.0
2007-06-28,148.25,49.9,30.47,0.0
2007-06-29,148.15,49.5,30.24,2.0
2007-06-30,148.08,49.2,30.08,0.0
2007-07-01,148.03,49.0,29.96,0.3
2007-07-02,147.97,48.8,29.82,0.0
2007-07-03,147.89,48.5,29.64,0.0
2007-07-04,147.79,48.1,29.41,0.3
2007-07-05,147.71,47.8,29.23,0.0
2007-07-06,147.62,47.5,29.02,0.0
2007-07-07,147.53,47.2,28.82,0.0
2007-07-08,147.45,46.9,28.64,0.0
2007-07-09,147.37,46.6,28.46,0.7
2007-07-10,147.27,46.2,28.24,0.0
2007-07-11,147.17,45.9,28.02,0.0
2007-07-12,147.08,45.5,27.82,0.0
2007-07-13,146.98,45.2,27.6,0.0
2007-07-14,146.89,44.9,27.41,0.0
2007-07-15,146.82,44.6,27.25,0.0
2007-07-16,146.74,44.3,27.08,0.0
2007-07-17,146.62,43.9,26.82,0.0
2007-07-18,146.52,43.6,26.61,0.0
2007-07-19,146.41,43.2,26.38,0.0
2007-07-20,146.31,42.8,26.17,0.0
2007-07-21,146.2,42.5,25.94,0.0
2007-07-22,146.09,42.1,25.71,0.0
2007-07-23,145.98,41.7,25.48,0.0
2007-07-24,145.87,41.3,25.26,0.0
2007-07-25,145.75,40.9,25.02,0.0
2007-07-26,145.63,40.6,24.78,0.0
2007-07-27,145.51,40.2,24.54,0.0
2007-07-28,145.38,39.7,24.28,0.0
2007-07-29,145.29,39.5,24.11,0.0
2007-07-30,145.18,39.1,23.89,0.0
2007-07-31,145.06,38.7,23.66,0.0
2007-08-01,144.93,38.3,23.41,0.0
2007-08-02,144.8,37.9,23.17,0.0
2007-08-03,144.66,37.5,22.9,0.0
2007-08-04,144.54,37.1,22.68,0.0
2007-08-05,144.42,36.8,22.46,0.0
2007-08-06,144.31,36.4,22.26,12.4
2007-08-07,144.18,36.0,22.02,17.0
2007-08-08,144.18,36.0,22.02,1.3
2007-08-09,144.15,36.0,21.97,0.0
2007-08-10,144.13,35.9,21.93,0.0
2007-08-11,144.09,35.8,21.86,0.0
2007-08-12,144.05,35.7,21.79,0.3
2007-08-13,144.01,35.5,21.71,0.0
2007-08-14,143.98,35.5,21.66,0.0
2007-08-15,143.92,35.3,21.55,0.0
2007-08-16,143.84,35.0,21.41,0.3
2007-08-17,143.73,34.7,21.22,0.0
2007-08-18,143.61,34.4,21.01,0.0
2007-08-19,143.5,34.1,20.82,5.1
2007-08-20,143.4,33.8,20.64,0.8
2007-08-21,143.33,33.6,20.52,6.1
2007-08-22,143.3,33.5,20.47,0.0
2007-08-23,143.26,33.4,20.4,0.0
2007-08-24,143.23,33.3,20.35,0.5
2007-08-25,143.25,33.4,20.39,0.4
2007-08-26,143.24,33.3,20.37,0.0
2007-08-27,143.22,33.3,20.34,0.0
2007-08-28,143.22,33.3,20.34,0.0
2007-08-29,143.18,33.2,20.27,0.1
2007-08-30,143.17,33.1,20.25,0.3
2007-08-31,143.13,33.0,20.18,0.0
2007-09-01,143.12,33.0,20.17,0.0
2007-09-02,143.06,32.8,20.06,0.0
2007-09-03,143.04,32.8,20.03,0.0
2007-09-04,142.95,32.5,19.88,0.0
2007-09-05,142.85,32.3,19.71,0.0
2007-09-06,142.76,32.0,19.56,0.0
2007-09-07,142.66,31.7,19.4,0.0
2007-09-08,142.6,31.6,19.3,0.0
2007-09-09,142.52,31.4,19.17,0.0
2007-09-10,142.49,31.3,19.12,0.0
2007-09-11,142.45,31.2,19.05,0.0
2007-09-12,142.4,31.1,18.97,0.0
2007-09-13,142.36,30.9,18.91,0.0
2007-09-14,142.32,30.8,18.84,6.8
2007-09-15,142.28,30.7,18.78,0.0
2007-09-16,142.28,30.7,18.78,0.0
2007-09-17,142.21,30.6,18.67,4.7
2007-09-18,142.18,30.5,18.62,2.9
2007-09-19,142.12,30.3,18.52,0.0
2007-09-20,142.11,30.3,18.51,0.0
2007-09-21,142.09,30.2,18.48,0.0
2007-09-22,142.08,30.2,18.46,0.2
2007-09-23,142.08,30.2,18.46,0.0
2007-09-24,142.06,30.2,18.43,0.0
2007-09-25,142.02,30.1,18.36,0.0
2007-09-26,141.9,29.7,18.18,0.0
2007-09-27,141.85,29.6,18.1,0.0
2007-09-28,141.81,29.5,18.03,0.0
2007-09-29,141.75,29.4,17.94,0.0
2007-09-30,141.72,29.3,17.89,0.0
2007-10-01,141.7,29.2,17.86,0.0
2007-10-02,141.68,29.2,17.83,0.0
2007-10-03,141.65,29.1,17.78,0.0
2007-10-04,141.62,29.0,17.74,2.1
2007-10-05,141.61,29.0,17.72,24.4
2007-10-06,141.59,29.0,17.69,0.0
2007-10-07,141.57,28.9,17.66,0.0
2007-10-08,141.55,28.9,17.63,0.5
2007-10-09,141.53,28.8,17.6,0.0
2007-10-10,141.5,28.7,17.55,39.0
2007-10-11,141.52,28.8,17.58,0.0
2007-10-12,141.52,28.8,17.58,0.0
2007-10-13,141.52,28.8,17.58,0.0
2007-10-14,141.5,28.7,17.55,0.0
2007-10-15,141.49,28.7,17.54,0.0
2007-10-16,141.47,28.7,17.51,0.1
2007-10-17,141.45,28.6,17.48,0.0
2007-10-18,141.44,28.6,17.46,0.0
2007-10-19,141.42,28.5,17.43,0.0
2007-10-20,141.4,28.5,17.4,0.0
2007-10-21,141.37,28.4,17.35,0.0
2007-10-22,141.34,28.3,17.31,0.0
2007-10-23,141.32,28.3,17.28,0.0
2007-10-24,141.3,28.2,17.25,0.0
2007-10-25,141.27,28.2,17.2,0.7
2007-10-26,141.26,28.1,17.19,0.7
2007-10-27,141.23,28.1,17.14,0.0
2007-10-28,141.21,28.0,17.11,0.0
2007-10-29,141.2,28.0,17.1,0.0
2007-10-30,141.17,27.9,17.05,0.2
2007-10-31,141.13,27.8,16.99,0.0
2007-11-01,141.11,27.8,16.96,0.0
2007-11-02,141.08,27.7,16.92,0.0
2007-11-03,141.07,27.7,16.9,0.0
2007-11-04,141.05,27.6,16.87,0.0
2007-11-05,141.04,27.6,16.86,0.0
2007-11-06,141.02,27.5,16.83,0.0
2007-11-07,141.0,27.5,16.8,0.0
2007-11-08,140.98,27.4,16.77,0.0
2007-11-09,140.96,27.4,16.74,0.0
2007-11-10,140.94,27.3,16.71,0.0
2007-11-11,140.92,27.3,16.68,0.0
2007-11-12,140.91,27.3,16.66,0.0
2007-11-13,140.88,27.2,16.62,0.0
2007-11-14,140.86,27.1,16.59,0.0
2007-11-15,140.83,27.1,16.54,0.0
2007-11-16,140.8,27.0,16.5,0.0
2007-11-17,140.78,27.0,16.47,0.0
2007-11-18,140.77,26.9,16.45,0.0
2007-11-19,140.75,26.9,16.43,0.0
2007-11-20,140.74,26.9,16.41,0.7
2007-11-21,140.72,26.8,16.38,0.0
2007-11-22,140.71,26.8,16.37,2.5
2007-11-23,140.7,26.8,16.35,0.5
2007-11-24,140.68,26.7,16.32,0.0
2007-11-25,140.66,26.7,16.29,0.0
2007-11-26,140.65,26.6,16.28,0.0
2007-11-27,140.63,26.6,16.25,0.0
2007-11-28,140.61,26.5,16.22,0.0
2007-11-29,140.59,26.5,16.19,0.0
2007-11-30,140.57,26.5,16.16,0.0
2007-12-01,140.56,26.4,16.15,0.0
2007-12-02,140.54,26.4,16.12,0.0
2007-12-03,140.53,26.4,16.1,0.0
